title,address,jobType,educational,workExperience,workTag,salary,salaryMonth,companyTag,hrWork,hrName,practice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Java/Python/C/C++/WEB/测试工程师,西安,python,本科,经验不限,C/C++|Golang|Java,"[18000, 35000]",14薪,"[""加班补助"", ""带薪年假"", ""节日福利"", ""定期体检"", ""员工旅游"", ""年终奖"", ""零食下午茶"", ""五险一金""]",王先生,后端开发,False,腾讯云,"https://img.bosszhipin.com/beijin/upload/com/logo/20200325/b5ed0f2e459ce598579e5827df0d839a467b051e4c0207a451d1120438df7231.png?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/eb69c9a79f9d43531XZ_0929FFVR.html?lid=aIv9VlOE4Gt.search.73&securityId=zIn4mQWEAt9E--0138gHIMZmy_xjvuxMKOX5kX_b_2MQI8791LH5iLsZMOjiFjZ3BfSu-ftAWbx3r5qdzCzqVBNZtWUZyipmIuIhy398AFioILRDN5cTaeKm1RRm9wtQg0HrbWnr4zVCXPuv8dR81Q~~&sessionId=,https://www.zhipin.com/gongsi/e0f635e27a94e2c90HFz09u1EA~~.html,雁塔区
Python,西安,python,大专,3-5年,后端|Python,"[3000, 6000]",0薪,无,张先生,招聘者,False,山西慢快科技有限...,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/594deef34ee44ac51XF70tm8GVFQ.html?lid=aIv9VlOE4Gt.search.74&securityId=3gTnopYEB0sTz-41R4RKE359vVyNx9HIuVCRH3FrNYYV4_f_ZHPPV9ILdLiRCTmv3Lp3tHHDsrjtFIwMNgFtX7pkT5Ipgr8mJyXV874CH6auAnWVCw~~&sessionId=,https://www.zhipin.com/gongsi/1ca6a550b6b117af0HZy39--Ew~~.html,莲湖区
通用软件开发岗（c/c++/java/python）,西安,python,本科,1-3年,C++|C|Java|Python|数据库开发经验|嵌入式软件经验,"[13000, 20000]",14薪,无,王女士,招聘经理,False,堆卜堆,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/52978054918c84e403R70t21EFRW.html?lid=aIv9VlOE4Gt.search.75&securityId=S5af2FBbLdcAt-C1eN3P93le-tPLEHpQzw8OxwCffy24OBEPX88Tzmr4AvWK8hsqVOLQ1GO9X-SPJ1LI0zmd6qN2J0LyoPBdgK8nszVRB1XqDtt2AStseh37_HJbmAKEH7ktV8cUjBfae8hAE8q2GRT8&sessionId=,https://www.zhipin.com/gongsi/10e2720b536ce6a41HB_3tW-FVo~.html,雁塔区
Python,西安,python,大专,1-3年,Django|fastapi,"[6000, 11000]",0薪,"[""带薪年假"", ""年终奖"", ""项目奖金"", ""节日福利"", ""通讯补贴"", ""加班调休"", ""交通补助"", ""股票期权""]",向先生,产品经理,False,和力计量检测,"https://img.bosszhipin.com/beijin/upload/com/logo/20210429/7ae707938ec165bf8f9ce60ecde816e86960587522442e5614aaa1ba28c1c536.jpg?x-oss-process=image/resize,w_100,limit_0",其他生活服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/da1d075ce6492cab1XZz29y6GVpR.html?lid=aIv9VlOE4Gt.search.76&securityId=tB1i6vLQ5N16x-C1jVsZbFo2rddZw9ACyoyuQnEcD-2ETr3GoD7_z7pYB-dEnPKv2e3hB_htM-NX_xK4lLbtXtJMJtYX-7o8a6C9hDaGs6AH2As0qpf-&sessionId=,https://www.zhipin.com/gongsi/80d51623fbfbc9941nZ_3NW_EFs~.html,雁塔区
Python,西安,python,本科,经验不限,爬虫工程师|爬虫架构|搜索算法,"[5000, 6000]",0薪,无,雷先生,总经理,False,廛商,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20161130/7142f74cb521428317a48386b2012798d82443923329180beaa58ef95a2ca6c4.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/3141042b076299e50nR-2tW_EFU~.html?lid=aIv9VlOE4Gt.search.77&securityId=F0q8nPDJZrLxt-N1kIP_OCbDJskEUkcMGpfzStQmYDj0yoKfjhMsUYTFaUNafyJJxWPzY5ZrGemoDcwJ_wVaCUcKob14MeckkbmbbQgHu9Jnbag~&sessionId=,https://www.zhipin.com/gongsi/b33972ba1b455dd403Z_2tW-.html,未央区
Python,西安,python,本科,1-3年,Python|Java|JavaScript|Shell|Ruby|Kotlin,"[12000, 24000]",0薪,"[""交通补助"", ""节日福利"", ""员工旅游"", ""绩效奖金"", ""定期体检"", ""五险一金"", ""股票期权"", ""免费班车"", ""夜班补助"", ""加班补助"", ""企业年金"", ""团建聚餐"", ""意外险"", ""法定节假日三薪"", ""零食下午茶"", ""节假日加班费"", ""年终奖"", ""带薪年假"", ""补充医疗保险"", ""保底工资""]",阿先生,大数据开发工程师,False,华为,"https://img.bosszhipin.com/beijin/upload/admin/20241009/7a57a5a743894a0e61db0c9f94e55da3789b92c168491f5575a8c6cfd5eed090fc41aa91be88d106.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/f555ff4be9bb9e820HF52dS8E1M~.html?lid=aIv9VlOE4Gt.search.78&securityId=zsCHPEUJo6_jY-6169sWX7jvbynUOtrWhYTIuz3HA32YdddkIdcBrPnPV9ZrvfJcXoVJe5LnqLveqYONmyE-8gPknUlgZz7C4S3EpDxvbz8W8w~~&sessionId=,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html,长安区
Python,西安,python,本科,3-5年,MVC开发|Django|odoo|高级软件工程师,"[12000, 20000]",0薪,"[""加班补助"", ""全勤奖"", ""带薪年假"", ""节日福利"", ""零食下午茶""]",王先生,人事主管,False,微感,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170811/d98028ddd80d97d1671bb7ca0afecbd83a8e8cec6594e0da6baf9997357a22cd.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/b2b190c4732b15621n1439u1F1RV.html?lid=aIv9VlOE4Gt.search.79&securityId=VDWrsWqLNkmmz-j1ZA7k99IV03qfrGjsv-rKJA-qcJkH_nOes3Bi55tzFyCq_WMPpbgdHHEYol6Utr0BgXyLgT-zEt58jCXWJQeB1ORd9BIUsfR2&sessionId=,https://www.zhipin.com/gongsi/baf7a9c9cb9c43fc33F70ti9.html,雁塔区
Python,西安,python,学历不限,1-3年,Java|网络爬虫技术|多进程|网络编程|软件工程师|,"[12000, 18000]",0薪,无,陈先生,招聘者,False,西安珑玲网络科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/a436dd91ef0d2fe71Xd53tS5EVFU.html?lid=aIv9VlOE4Gt.search.80&securityId=viARfalQfXhFE-G18_1RQb27FUA0fQyoena5GCSL8kFOWecqmHDCq3lWJ-tvHR3-t92R0HdwPlZTKFhXmHlP_IZuuNF-va3J-R2b2U33agPsdFQz&sessionId=,https://www.zhipin.com/gongsi/3ed04d9381e4daef0XJ-3tm1.html,灞桥区
Python,西安,python,本科,3-5年,后端开发|PHP|python爬虫,"[19000, 25000]",0薪,无,刘女士,行政人事,False,西安好点科技公司,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/aa48d3c431b200ca1H192tu0E1Y~.html?lid=aIv9VlOE4Gt.search.81&securityId=sfuVTw_Fe9ju8-C1BY7YXJF48tYFfqPw1iAdh_u-CktU-ONO2iMP_Q8aZjPoAQyJg8pyx7V2gPwIZPYl5r7t5AewANaWxjeG5XJeppdJZw-5m0SL&sessionId=,https://www.zhipin.com/gongsi/fcc92e3cafbefd4a1Hx70tW1Fw~~.html,雁塔区
Python,西安,python,本科,1-3年,网络爬虫技术,"[15000, 16000]",0薪,"[""五险一金"", ""加班补助"", ""员工旅游"", ""免费班车"", ""餐补""]",王先生,ceo,False,黑菱科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20190808/48e2cfc0cd0f48a9f4fed62673a1efe30e2dc72bf0c260aac7fbefadb542e8cb.png?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/733c35f86bbfe9441nNz39m0GVtT.html?lid=aIv9VlOE4Gt.search.82&securityId=oEASFhUoc8ZuL-01tjXcam1h3jhWP7dj8pmJpY9uvmgzl_0R8y78rCZoDUAJqGpj8JKuaNNWmYGSv654K71tOqwOCBGF9q0Zr_36dTpKIPmd5zm_&sessionId=,https://www.zhipin.com/gongsi/371122d00693e3db0nZ53t28Ew~~.html,雁塔区
Python,西安,python,本科,在校/应届,Oracle|Python,"[5000, 10000]",0薪,"[""五险一金"", ""年终奖"", ""节日福利""]",王先生,主管,False,苏州威达数据科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20201113/e9d719bc636a787acdd533308bd56e0d63a9d1f809da8b95a356f9e2a018e1e2_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/d1d8e4fc11cd295a1XV43964GFRU.html?lid=aIv9VlOE4Gt.search.83&securityId=D2XJM7ktERO3f-X1kMzF5hnQWBZqGVpSfpRF8jg7bccMjHujAMf1kCuYHArIwPhsrN2bW4DazfQjAj2RJgszTgoGomK2bFyE_EoMgtWBY0ojJeonaKc~&sessionId=,https://www.zhipin.com/gongsi/af29a94ac1337bec1nZy39-9GFA~.html,雁塔区
Python,西安,python,本科,1-3年,Python|MySQL|云计算经验,"[4000, 5000]",0薪,"[""定期体检"", ""劳保费"", ""节日福利"", ""节日礼金"", ""带薪年假"", ""餐补"", ""五险一金"", ""企业年金"", ""团建聚餐"", ""补充医疗保险"", ""法定节假日三薪"", ""绩效奖金"", ""高温补贴"", ""年终奖"", ""交通补助"", ""包吃"", ""通讯补贴"", ""生日福利"", ""工龄奖"", ""企业年金""]",惠先生,架构师,False,中移系统集成有限公司,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210202/2d74d6070b1e8428940d0d766e6811756ce3c725df32ec0bcf343f86026ba647_s.jpg?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/a8bf3720cc0136971HN-3ti4EVNR.html?lid=aIv9VlOE4Gt.search.84&securityId=QzieHVR1dH2Nh-J16aw5m5hPuNYFqStr5d3G6Pl0WoMcnOqNLYX9REu97jXLgSFRg1ThDjd5FrzetRO8cym2aPycJpc6Yqfyq7aIjb0PiUhz7Z96lypK&sessionId=,https://www.zhipin.com/gongsi/4bfd55aa0d45aaca1nZ60t66FFI~.html,雁塔区
Python,西安,python,本科,1-3年,Python|JavaScript|CSS|Flask,"[7000, 10000]",0薪,"[""绩效奖金"", ""五险一金""]",兰女士,人事,False,申迈创新,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/ba0e6aefd913d8d01nV-0ti6FVNZ.html?lid=aIv9VlOE4Gt.search.85&securityId=gjkk0HutLAbTi-r1-NnI77PWT5Y6wWG03uxzZusNl8aE448-SKyFE-fyjkYWtEGzGkNx4XgLuj7_uzcJccljWCUPOW6t9mVSr5nRRcQ1HqoW0WoVgtc~&sessionId=,https://www.zhipin.com/gongsi/57c884610685883a1nZ83dW7GVI~.html,长安区
Python,西安,python,大专,经验不限,后端|Python,"[15000, 16000]",0薪,无,叶先生,招聘者,False,君舟网络,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/d6d3811481f600221XB-2tu-EVNT.html?lid=aIv9VlOE4Gt.search.86&securityId=kJfLhU6R1L-Jd-q1XnjLM9HR82RU9r09bl16pLyzDrWGmw5TOC_f0Aa-QlPK7IU965N1VqBemeCR_pM5jPde7IJtPscVGqjqYdovDCzg6Ov_qaLOcIM~&sessionId=,https://www.zhipin.com/gongsi/ee796865ec44db211Xdz2N68EQ~~.html,雁塔区
python,西安,python,本科,经验不限,Python|Java|C++,"[15000, 30000]",14薪,"[""节日福利"", ""免费班车"", ""补充医疗保险"", ""节假日加班费"", ""五险一金"", ""法定节假日三薪"", ""保底工资""]",王先生,程序员,False,成都华为技术有限公司,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[0, 10000]",https://www.zhipin.com/job_detail/a9f7f444264287291Hd-2929EldR.html?lid=aIv9VlOE4Gt.search.87&securityId=Cf-VVuCzGqlK5-t17OEiwThBZIjPtVbj5PeJGp0GvADIs6oeIONU84kPljZicN16-LsbQsw89fdP2Cwy10E4YTUnOG1EONcidJMbC7VV6FP-RDXx&sessionId=,https://www.zhipin.com/gongsi/211d3f8f3c6eb36c03V63tm7.html,长安区
python,西安,python,本科,3-5年,Python|Django|Flask,"[10000, 12000]",0薪,无,孙先生,工程师,False,西安无倦边缘计算...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/6abbfbe98aef8fd91Hx809q5EVpS.html?lid=aIv9VlOE4Gt.search.89&securityId=LYKTwPOABe1hc-o1L8FT1Wqy1-ZJCBO6flXnFNzsGFf2ZVE07UJVok3X1VZccbK4cSRJ0mcvdWG-aZ8eTxn94Z6bY84ljiBHD5cafZJmujasRajg_DNE&sessionId=,https://www.zhipin.com/gongsi/51e6ed79adb4174c1HZ82dW-FFQ~.html,雁塔区
Python,西安,python,本科,1-3年,PostgreSQL|MySQL|Oracle|Linux|中级软件工程师,"[11000, 20000]",0薪,无,梁女士,软件开发工程师,False,创元信息,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/12e9106f9999716f1XV43d21FlFS.html?lid=aIv9VlOE4Gt.search.90&securityId=iWVhaNQ3kXUIK-x1sJ8pCgu8yv0uB0Du-N13y7iaw9aieh86qJvP_wx27x8kZ38bJEpW6lkKsIKyjXzELccM2V5scYnoFzth_BkBz3TuiUR_t3wdOTo~&sessionId=,https://www.zhipin.com/gongsi/89f8c0b82e8a259a1XR-2dS8FVA~.html,雁塔区
Web 3D工程师,西安,web,本科,3-5年,HTML5|前端开发经验|计算机/软件工程相关专业|three.js||,"[12000, 20000]",13薪,"[""补充医疗保险"", ""年终奖"", ""五险一金"", ""带薪年假"", ""定期体检""]",徐先生,总经理,False,华众智测,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220713/7bf6f160950405e9d95a552abc90944fd5123f610baa7123aa78ccd9623e3957af22bc0abd0dbebf.jpg?x-oss-process=image/resize,w_100,limit_0",电子/硬件开发,未融资,"[0, 20]",https://www.zhipin.com/job_detail/2a099e63d46ae5f81HFy3t67GFBW.html?lid=aIree5HQwHE.search.1&securityId=t3wkQRa5IutFI-H1WtwvH4sKFK3hiz9dpBkxVUa6SSFpP5IhlaAh2OBixNfapOEz2a5mNQzsfk269nS6NOvauAKAcBAq9MPBmTb6-9LumTGKQI11MB4m&sessionId=,https://www.zhipin.com/gongsi/5066f4276df8a0e61XV83tW9F1M~.html,雁塔区
WEB GIS前段开发工程师,西安,web,本科,经验不限,JavaScript|HTML5|Vue|计算机/软件工程相关专业||,"[10000, 15000]",0薪,"[""生日福利"", ""绩效奖金"", ""节日福利"", ""团建聚餐""]",肖先生,招聘者,False,辰航卓越,"https://img.bosszhipin.com/beijin/upload/com/logo/20221201/7b5b554d84f9729c3ed2f8c85719a7bb7d4a90ef43faa1b6e2b20737340faa33119b10eb0a792833.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/9d40e0458c708a5803V63t-4FlNW.html?lid=aIree5HQwHE.search.2&securityId=ICae9hPbYTNfp-b1Is_zONtWqWcy7B8Hgr6SzN7HPUpnuuKywnP1Z_LEIgRsoM0dcTpn2r6XsK4LKjVpkCMPHgP1oy62la1iBfzZiMZ6Lw5WorFnxDE~&sessionId=,https://www.zhipin.com/gongsi/6c5cbb4d7db58ee51XZ53Nu5FFo~.html,碑林区
Web 前端中级工程师,西安,web,本科,1-3年,React|Vue|Node.js|Webpack|计算机/软件工程相关专业||,"[4000, 8000]",0薪,"[""年终奖"", ""免费工装"", ""节日福利"", ""节假日加班费"", ""五险一金"", ""餐补"", ""带薪年假"", ""工龄奖"", ""绩效奖金"", ""零食下午茶"", ""企业年金"", ""保底工资"", ""员工旅游"", ""股票期权"", ""团建聚餐""]",赵先生,产研负责人,False,奇点数聚,"https://img.bosszhipin.com/beijin/upload/com/logo/20241025/7b5b554d84f9729c0dea43ec01592bd0acf8f41f9633475e4d0d09d2762f1fe7de56cca4a970d681.jpg.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/7fa494501c8e141f03R93967FVNT.html?lid=aIree5HQwHE.search.3&securityId=DX-U0EwZeVS5W-21CBJ3VDl97lU4mUQsgm17UpDccKT4W1cLSEMg1IHccsDCXC4KTF-PQiWqsa2X4u9uvr7Jy_1TpHu-stP9s-o48YXOlM59e7T1fQ~~&sessionId=,https://www.zhipin.com/gongsi/79c6c73605790b7c1HRy3N64EVo~.html,雁塔区
Java/Python/web/c/c++,西安,web,本科,经验不限,Java|Python|C++,"[15000, 30000]",0薪,"[""意外险"", ""绩效奖金"", ""免费班车"", ""加班补助"", ""股票期权"", ""夜班补助"", ""零食下午茶"", ""员工旅游"", ""五险一金"", ""企业年金"", ""节日福利"", ""定期体检"", ""年终奖"", ""交通补助"", ""带薪年假"", ""保底工资"", ""法定节假日三薪"", ""节假日加班费"", ""补充医疗保险"", ""团建聚餐""]",李女士,招聘者,False,华为,"https://img.bosszhipin.com/beijin/upload/admin/20241009/7a57a5a743894a0e61db0c9f94e55da3789b92c168491f5575a8c6cfd5eed090fc41aa91be88d106.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/38b4ff85060dc6531HB_2N-1FlJT.html?lid=aIree5HQwHE.search.4&securityId=lirhlt5HKso7z-51A7RN4u3leMfSzsI_gSTD3tBWUVkspUTNWqjz3nbNAbH5g_j0VvYi2N4I-O_lvfFeKMhtjFTVymJLaIuCDi9ylTCfFn7GzLXtVE_eFddS-GH_5D6-S0AGo8oMllC7KmvV2g~~&sessionId=,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html,雁塔区
游戏 Web 前端开发工程师 主管,西安,web,大专,经验不限,HTML5|CSS,"[4000, 7000]",0薪,无,张女士,HR,False,西安蝙蝠,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,未融资,"[20, 99]",https://www.zhipin.com/job_detail/e4880aea0c871a2a1X1509i8E1JY.html?lid=aIree5HQwHE.search.5&securityId=A2K4aL83GFn2m-c1AuOj-2Un21G_0q9Q7xsRAwvBteph-2liM6VJ1LOl_Tn-pdpAdBJE4X80LYcwBKd1t83iVGpPWpGScbxLWCnsKVJqBo6eun7MP3i9Nz-MaJ4vDghJk5A_kk6OI97-McXWkAUe24Y~&sessionId=,https://www.zhipin.com/gongsi/2a5aa5ebdcd4d64a1XB639-8Ew~~.html,雁塔区
web/app/pc端测试（外包百度 急招 速投）,西安,web,本科,1-3年,功能测试|性能测试|自动化测试|计算机相关专业|,"[7000, 8000]",0薪,"[""员工旅游"", ""五险一金"", ""加班补助"", ""餐补"", ""年终奖"", ""节日福利"", ""带薪年假"", ""免费班车"", ""定期体检"", ""零食下午茶""]",李女士,招聘专员,False,中软国际,"https://img.bosszhipin.com/beijin/mcs/banner/5ceba8561d592ff6849e8a0525aacbfecfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/4c458dd30df8315b03d63dW8EVRR.html?lid=aIree5HQwHE.search.6&securityId=VH2njT8eL5idi-c11M7-Kbmfqg8uRGPxZa4MWPi8QHPvToR_LgSoLTm6eJRscTALN7H4DEnglYqAl95PtPowtse2FLu-_b6wvrLzbWKicbzESGcrjac3dSQFWyn152fxPhZBlhEIRzJ5oQpBpxI~&sessionId=,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html,雁塔区
web前端,西安,web,本科,1-3年,Vue|CSS|JavaScript,"[8000, 10000]",0薪,"[""加班补助"", ""年终奖"", ""员工旅游"", ""餐补"", ""通讯补贴"", ""交通补助"", ""节日福利""]",李女士,行政主管,False,陕西远洋科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210722/c9f930b1832aef22d02911b14867f5dd166483d0722caccf70bab8d93d5a99c3.jpg?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/d01fb7d5f66d312f1XF_39W8FlY~.html?lid=aIree5HQwHE.search.7&securityId=-g1qMMhaoKNiO-f1UHCr47jFYSKhhXnUBEwAwnGjS7jnzEJnMh_yknb1YOf2WTbogw1Pui6uJAr6o_qwJGUA2uJxDnCoA2l4HJwKVUsDOm4lfw~~&sessionId=,https://www.zhipin.com/gongsi/540081cc3decd19b1Xx_2d66.html,碑林区
web前端,西安,web,学历不限,1年以内,DIV+CSS|css|html,"[3000, 4000]",0薪,无,高女士,经理,False,嘉瑞德网络,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/5eefdb2a1c3cc62d1HBz3921GVM~.html?lid=aIree5HQwHE.search.8&securityId=sxNTtvrpZ4DvS-O1kheCgOVx62FSq8aoIylx_ZbeeScjWAxQzTak9PZH_da3KFALqrZpVvokfUtzgRdwtv-pMojBJsEtKmyUpVQLUqulAyVKIyO7&sessionId=,https://www.zhipin.com/gongsi/fa2e51abb1bee7561XR-2d-4EA~~.html,未央区
web前端,西安,web,本科,3-5年,前端开发|CSS|JavaScript|Node.js|SQL,"[13000, 26000]",0薪,"[""带薪年假"", ""有无线网"", ""补充医疗保险"", ""员工旅游"", ""年终奖"", ""法定节假日三薪"", ""节假日加班费"", ""夜班补助"", ""加班补助"", ""股票期权"", ""节日福利"", ""定期体检"", ""免费班车"", ""五险一金""]",王先生,项目经理,False,西安华为,"https://img.bosszhipin.com/beijin/upload/admin/20241009/7a57a5a743894a0e61db0c9f94e55da3789b92c168491f5575a8c6cfd5eed090fc41aa91be88d106.png.webp?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[0, 10000]",https://www.zhipin.com/job_detail/078e5b3c0e0d4d7a3nV-392_ElY~.html?lid=aIree5HQwHE.search.9&securityId=MS15JOmfPgv3R-o1YqdUQBhrMiqdhMJKjnbVA4dUVJSWj0zkvyIrJgQjLmvtSzYcji6e1urmDI89PY8EXMd-pQwfjF2vuUSKzX-VFAqICjU8eeME&sessionId=,https://www.zhipin.com/gongsi/d6210a32fe10b00e1XV_2N-6.html,长安区
web前端,西安,web,本科,经验不限,接受应届生|接受实习/在校生投递|JavaScript|Node.js||,"[4000, 7000]",0薪,"[""有无线网"", ""节日福利"", ""五险一金"", ""工龄奖"", ""全勤奖""]",刘先生,总经理,False,蔚蓝智联,"https://img.bosszhipin.com/beijin/upload/com/logo/20230602/7b5b554d84f9729c4a9ba38bc7a62dcb5c57a51899b5b796072a9e788c610626da09d726a91a3c2a.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/2fc7163fd2eb5aa91Xxy09q0EFZV.html?lid=aIree5HQwHE.search.10&securityId=5nA84n4WVulVV-K1u7xK00x7kroS6dN2A2HRXFHUO90RqirRPg-PzNvGnkRCbjOIZxXKRmv7gRQhd0uakcTGWUZ80-efPPM3viG1Ony2nOcB_w6A7sIF&sessionId=,https://www.zhipin.com/gongsi/6235f7ab0f76dffe1XN92Nq8Flo~.html,莲湖区
Web前端,西安,web,本科,3-5年,GIS|CSS|Vue|HTML5|前端开发经验,"[9000, 14000]",0薪,"[""零食下午茶"", ""年终奖"", ""节日福利"", ""五险"", ""带薪年假"", ""员工旅游""]",曹女士,人事,False,西安博展电力,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210603/e45de267755cd660d6e38d67f6cdd245eff8df29e36c5b9cbd912eb24c90a177.jpg?x-oss-process=image/resize,w_100,limit_0",电力/热力/燃气/水利,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/d31bfaa0404bff6f1HN62tm8FVFT.html?lid=aIree5HQwHE.search.11&securityId=Bfa75eCI5vJVx-01x6bQcu2WnWA785qE7E5vhYV2z7oNu5Yb8s_kok2CljidyNaBZKnk20JRxqsPED8T674phC6-N1ojboorMZyfD7pVFwIjCgkam8zrhhBwdnc1rAqZmGJfqmY0nOO2L-JKknXH0hw~&sessionId=,https://www.zhipin.com/gongsi/38518b9356f6273e1nN53Nm7E1I~.html,雁塔区
web前端,西安,web,硕士,经验不限,JavaScript|Vue|计算机/软件工程相关专业|前端开发经验,"[10000, 15000]",13薪,"[""年终奖"", ""交通补助"", ""餐补"", ""定期体检"", ""五险一金"", ""高温假"", ""通讯补贴"", ""节日福利"", ""带薪年假""]",刘先生,HR,False,中电太极西安研发中心,"https://img.bosszhipin.com/beijin/upload/com/logo/20230315/7b5b554d84f9729c2778394793cff63afc8743cb4e86146782bad62ebfee2ef6cfe82014ab5fce95.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[500, 999]",https://www.zhipin.com/job_detail/390fcf0dafa8b29d1HR83dW6F1RQ.html?lid=aIree5HQwHE.search.12&securityId=-tZpJbBLGuC8l-m1zqGLOVYm5bP--yqYp3nr8bD86H1WNhgbBzMbpATwrj-6fMgaNt8ja34rEi-QNWCzW2FcqGEfOmxRtWfbwHXSR1tT2tAZvJ4bcjqt&sessionId=,https://www.zhipin.com/gongsi/24b2b8b26fbc4f1e1n1839u6GVs~.html,雁塔区
